feature,best_lag,f_statistic,p_value,is_significant,significance_level,data_points,branch_id,data_length
ws_lag_18h_mean,10,36.39638687757235,2.584925476393972e-71,True,***,17501,C,17519
ws_lag_15h_mean,11,31.102209700891407,5.386286148240201e-66,True,***,17504,C,17519
month_cos,3,101.30155335236863,5.189505408403491e-65,True,***,17519,C,17519
ta_squared,3,100.73875986262377,1.1866808821671423e-64,True,***,17519,C,17519
ws_lag_6h_mean,11,27.56596033672695,6.229766805866872e-58,True,***,17513,C,17519
ws_lag_24h_mean,12,25.21116744044443,4.632064725036333e-57,True,***,17495,C,17519
hm_lag_9h_mean,12,23.373015820159555,1.6443075493822483e-52,True,***,17510,C,17519
ta_cubed,3,69.08368258325511,2.0893337942072637e-44,True,***,17519,C,17519
dayofweek_cos,12,18.040934966150356,2.3198248948952233e-39,True,***,17519,C,17519
ws_lag_12h_mean,12,17.69939496753162,1.600346399708375e-38,True,***,17507,C,17519
wind_temp_interaction,11,15.663259405414985,5.804584633396723e-31,True,***,17519,C,17519
ws_lag_9h_mean,10,15.701052580814729,1.8389451565872114e-28,True,***,17510,C,17519
month_sin,3,24.663238875510913,6.43535106097796e-16,True,***,17519,C,17519
ta_diff_24h,10,8.532065441184532,4.91513776697696e-14,True,***,17495,C,17519
wd_lag_9h_mean,1,24.73222886812936,6.649698876600119e-07,True,***,17510,C,17519
wd_lag_3h_mean,4,6.867445945758292,1.61213097000536e-05,True,***,17516,C,17519
wd,11,3.730770231397037,2.409149821691397e-05,True,***,17519,C,17519
daily_temp_range,11,3.511064498560245,6.220058238350277e-05,True,***,17519,C,17519
month,3,7.278158832877772,7.105426320452563e-05,True,***,17519,C,17519
wd_lag_15h_mean,1,14.61619198421901,0.00013223396831777543,True,***,17504,C,17519
month_day_interaction,3,6.788362736238949,0.0001433618133359474,True,***,17519,C,17519
rn_day,2,8.567384209760874,0.00019100794648935497,True,***,17519,C,17519
day_of_year,2,6.99886824924924,0.0009154703671409727,True,***,17519,C,17519
wd_lag_24h_mean,9,2.9339445801463833,0.0017626975146094576,True,**,17495,C,17519
wd_lag_21h_mean,12,2.5651906354989786,0.002139941527868028,True,**,17498,C,17519
wd_lag_6h_mean,1,8.770750480248822,0.0030651031552908527,True,**,17513,C,17519
wd_lag_12h_mean,2,5.644602846198523,0.003542994628053522,True,**,17507,C,17519
daily_temp_range_diff,9,1.9832809077885363,0.037027297946645735,True,*,17496,C,17519
rn_hr1_lag_24h_mean,1,4.321349978137757,0.037651591350055566,True,*,17495,C,17519
wd_lag_18h_mean,3,2.663779895055148,0.04622416196429041,True,*,17501,C,17519
rn_hr1_lag_21h_mean,3,1.7617596446532782,0.15210274350270672,False,,17498,C,17519
rn_hr1,1,1.8963453478276948,0.16850556091692206,False,,17519,C,17519
rn_hr1_lag_3h_mean,1,1.3297001987216472,0.2488742986120936,False,,17516,C,17519
dayofweek,1,1.31566345766765,0.25138747806799555,False,,17519,C,17519
rn_hr1_lag_18h_mean,2,1.02062877127624,0.3603897368553524,False,,17501,C,17519
rn_hr1_lag_9h_mean,1,0.7793195974006348,0.37736143381220955,False,,17510,C,17519
rn_hr1_lag_12h_mean,2,0.8376733734537242,0.43273347180187904,False,,17507,C,17519
rn_hr1_lag_15h_mean,3,0.7945688881094847,0.4966924591658868,False,,17504,C,17519
dayofweek_sin,1,0.43014430166124046,0.5119267649776194,False,,17519,C,17519
rn_hr1_lag_6h_mean,3,0.6100841924136805,0.6083832498938103,False,,17513,C,17519
wind_chill_fourier_sin_3,1,0.1358706324606307,0.7124256257362427,False,,17519,C,17519
hm_fourier_sin_3,1,0.1358706324606307,0.7124256257362427,False,,17519,C,17519
ta_fourier_sin_3,1,0.1358706324606307,0.7124256257362427,False,,17519,C,17519
ws_fourier_sin_3,1,0.1358706324606307,0.7124256257362427,False,,17519,C,17519
wind_chill_fourier_cos_3,2,0.2152564870130538,0.8063367327662627,False,,17519,C,17519
hm_fourier_cos_3,2,0.2152564870130538,0.8063367327662627,False,,17519,C,17519
ws_fourier_cos_3,2,0.2152564870130538,0.8063367327662627,False,,17519,C,17519
ta_fourier_cos_3,2,0.2152564870130538,0.8063367327662627,False,,17519,C,17519
ta_fourier_cos_1,1,0.015894363941359672,0.8996757042241033,False,,17519,C,17519
hm_fourier_cos_1,1,0.015894363941359672,0.8996757042241033,False,,17519,C,17519
ws_fourier_cos_1,1,0.015894363941359672,0.8996757042241033,False,,17519,C,17519
wind_chill_fourier_cos_1,1,0.015894363941359672,0.8996757042241033,False,,17519,C,17519
wind_chill_fourier_sin_1,1,0.011336217228232564,0.9152093483915893,False,,17519,C,17519
hm_fourier_sin_1,1,0.011336217228232564,0.9152093483915893,False,,17519,C,17519
ta_fourier_sin_1,1,0.011336217228232564,0.9152093483915893,False,,17519,C,17519
ws_fourier_sin_1,1,0.011336217228232564,0.9152093483915893,False,,17519,C,17519
ta,2,825.7684443229723,0.0,True,***,17519,D,17519
HDD_20,2,1254.4340070197804,0.0,True,***,17519,D,17519
ta_chi,2,874.6547326504968,0.0,True,***,17519,D,17519
HDD_18,2,1216.9266835120325,0.0,True,***,17519,D,17519
DCI,2,804.9186198671221,0.0,True,***,17519,D,17519
wind_chill,3,476.2390939743651,1.6959038216095693e-297,True,***,17519,D,17519
ta_chi_lag_24h_mean,3,470.9008233053076,2.877421579783419e-294,True,***,17495,D,17519
ta_chi_lag_21h_mean,3,462.56044942846324,3.047895876470637e-289,True,***,17498,D,17519
ta_lag_24h_mean,3,453.82718827250966,5.709147995363888e-284,True,***,17495,D,17519
ta_chi_lag_18h_mean,2,644.934593714645,5.665975952935856e-271,True,***,17501,D,17519
ta_lag_21h_mean,3,426.936796122072,1.0705356893887542e-267,True,***,17498,D,17519
ta_lag_1h,2,628.5725486225883,2.335366980844442e-264,True,***,17518,D,17519
ta_lag_18h_mean,2,598.0608069924576,5.752736259074398e-252,True,***,17501,D,17519
wind_chill_lag_21h_mean,3,395.6143491932935,1.1863813846183104e-248,True,***,17498,D,17519
wind_chill_lag_18h_mean,2,579.8427695853155,1.4884955856549106e-244,True,***,17501,D,17519
hour,12,98.71964196864921,5.574713941673998e-238,True,***,17519,D,17519
hour_squared,12,97.46020401307219,6.236232014255996e-235,True,***,17519,D,17519
ta_lag_15h_mean,3,365.72828407982666,2.1453757697321067e-230,True,***,17504,D,17519
ta_chi_lag_12h_mean,3,361.85589824413455,5.0428479702721195e-228,True,***,17507,D,17519
ta_chi_lag_15h_mean,3,361.34671614773185,1.0372369896284373e-227,True,***,17504,D,17519
wind_chill_lag_24h_mean,2,533.9043648226811,8.544575405023544e-226,True,***,17495,D,17519
ta_chi_lag_3h_mean,3,342.07455876730023,6.935530695144563e-216,True,***,17516,D,17519
ta_lag_12h_mean,3,335.7117467524201,5.724272297152179e-212,True,***,17507,D,17519
ta_chi_lag_9h_mean,2,493.76251336486257,2.469913982097872e-209,True,***,17510,D,17519
ta_lag_3h_mean,3,326.52156524635126,2.5967312746568505e-206,True,***,17516,D,17519
wind_chill_lag_9h_mean,2,484.61865504801966,1.4242389076924792e-205,True,***,17510,D,17519
wind_chill_lag_6h_mean,2,479.0515721402122,2.781370143092203e-203,True,***,17513,D,17519
si_lag_18h_mean,3,321.15672046390887,5.330171303818456e-203,True,***,17501,D,17519
ta_chi_lag_6h_mean,2,476.4696866979637,3.2175243315015195e-202,True,***,17513,D,17519
ta_lag_9h_mean,2,469.5785198624123,2.2271503429601265e-199,True,***,17510,D,17519
si_lag_15h_mean,6,158.36860602472868,1.2137659252678509e-196,True,***,17504,D,17519
ta_lag_6h_mean,2,456.37054980254226,6.235380157981779e-194,True,***,17513,D,17519
si,1,891.3928192443975,4.3474873564955495e-191,True,***,17519,D,17519
wind_chill_lag_12h_mean,3,292.11715250715235,4.765386298895684e-185,True,***,17507,D,17519
wind_chill_lag_15h_mean,3,290.38147169106344,5.68251329433571e-184,True,***,17504,D,17519
si_lag_21h_mean,4,218.27618693336606,4.067464137907534e-183,True,***,17498,D,17519
ta_lag_2h,3,285.87883829117095,3.493317294509667e-181,True,***,17517,D,17519
ta_diff_6h,12,73.3263866276626,4.1692291092905446e-176,True,***,17513,D,17519
si_lag_9h_mean,5,167.6286942726768,1.0135211363572939e-174,True,***,17510,D,17519
wind_chill_lag_3h_mean,3,270.052583132533,2.359472651161381e-171,True,***,17516,D,17519
ws_fourier_sin_2,2,384.13766304391237,5.333452745123741e-164,True,***,17519,D,17519
ta_fourier_sin_2,2,384.13766304391237,5.333452745123741e-164,True,***,17519,D,17519
wind_chill_fourier_sin_2,2,384.13766304391237,5.333452745123741e-164,True,***,17519,D,17519
hm_fourier_sin_2,2,384.13766304391237,5.333452745123741e-164,True,***,17519,D,17519
ws_fourier_cos_2,2,384.1376630438953,5.333452745209842e-164,True,***,17519,D,17519
ta_fourier_cos_2,2,384.1376630438953,5.333452745209842e-164,True,***,17519,D,17519
wind_chill_fourier_cos_2,2,384.1376630438953,5.333452745209842e-164,True,***,17519,D,17519
hm_fourier_cos_2,2,384.1376630438953,5.333452745209842e-164,True,***,17519,D,17519
si_lag_12h_mean,2,365.2230330792882,4.041970207368845e-156,True,***,17507,D,17519
si_lag_24h_mean,3,234.0259141250559,6.985408906091166e-149,True,***,17495,D,17519
day_of_year_sin,12,59.58613887720645,2.696555828804481e-142,True,***,17519,D,17519
ta_lag_3h,3,214.7181449121561,8.608837700805694e-137,True,***,17516,D,17519
si_lag_3h_mean,6,96.80385751665305,3.340468036801077e-120,True,***,17516,D,17519
si_lag_6h_mean,8,71.80453361471703,6.711689674408334e-117,True,***,17513,D,17519
day_of_year_cos,2,267.4518677807841,3.85263428808478e-115,True,***,17519,D,17519
ta_humidity_interaction,11,48.46452452370269,1.296779140559315e-105,True,***,17519,D,17519
hm_ta_interaction,11,48.46452452370269,1.296779140559315e-105,True,***,17519,D,17519
ta_diff_12h,12,41.59588736213646,9.672298976723209e-98,True,***,17507,D,17519
ta_squared,2,169.3515236920836,1.4249023118245603e-73,True,***,17519,D,17519
hm,3,102.95017206276634,4.602980146133145e-66,True,***,17519,D,17519
hm_lag_18h_mean,7,44.598270218493475,5.719985246734264e-63,True,***,17501,D,17519
hm_lag_21h_mean,4,72.19819866472073,9.061078538225643e-61,True,***,17498,D,17519
hm_lag_15h_mean,11,26.845034437938423,2.7364772190950667e-56,True,***,17504,D,17519
month_cos,2,126.72981673566494,2.2721353387556775e-55,True,***,17519,D,17519
ta_cubed,2,122.56200047195668,1.3838480806957198e-53,True,***,17519,D,17519
hm_lag_12h_mean,12,22.576619941405774,1.5328128116981863e-50,True,***,17507,D,17519
hm_lag_24h_mean,3,72.75929328140838,9.241046035182482e-47,True,***,17495,D,17519
hm_lag_9h_mean,12,17.6826772128145,1.758746047383363e-38,True,***,17510,D,17519
wind_temp_interaction,2,86.19167535957169,5.629486753678779e-38,True,***,17519,D,17519
ta_diff_24h,11,18.112807735701512,1.7880582818832404e-36,True,***,17495,D,17519
hour_cos,11,16.70773627108587,2.6145399430376503e-33,True,***,17519,D,17519
hour_sin,11,16.707736271085647,2.614539943042369e-33,True,***,17519,D,17519
wd,2,74.08189774562169,9.161832171134328e-33,True,***,17519,D,17519
wd_lag_24h_mean,1,113.99224700806487,1.5790184512581024e-26,True,***,17495,D,17519
hm_lag_3h_mean,5,24.745570303808137,6.264407660787173e-25,True,***,17516,D,17519
ws_lag_15h_mean,11,12.832053452819158,1.2174176886875115e-24,True,***,17504,D,17519
ws_lag_12h_mean,11,12.44893890948886,8.618353454932378e-24,True,***,17507,D,17519
wd_lag_21h_mean,3,35.67965699208103,5.58511941860739e-23,True,***,17498,D,17519
dayofweek_cos,11,11.867117652229284,1.6717639954043999e-22,True,***,17519,D,17519
ws_lag_18h_mean,8,15.169263617451358,2.104784730840568e-22,True,***,17501,D,17519
hm_lag_6h_mean,3,34.16505144938871,5.2310783745003635e-22,True,***,17513,D,17519
ws_lag_9h_mean,12,9.737106167497775,3.0899256106142795e-19,True,***,17510,D,17519
ws_lag_21h_mean,5,17.680580853396233,1.6140001555251e-17,True,***,17498,D,17519
wd_lag_18h_mean,6,14.971390220755278,3.6536856667131814e-17,True,***,17501,D,17519
ws_lag_24h_mean,2,33.3643279923347,3.4485049326747593e-15,True,***,17495,D,17519
month_sin,2,33.168127497038384,4.1925615307667785e-15,True,***,17519,D,17519
ws,3,23.28975280895578,4.8707789967482404e-15,True,***,17519,D,17519
wd_lag_12h_mean,2,29.142463096974485,2.31536210103119e-13,True,***,17507,D,17519
wd_lag_15h_mean,10,7.337015399645294,1.049072849618684e-11,True,***,17504,D,17519
ws_lag_3h_mean,11,6.675489099776382,2.8746202192607648e-11,True,***,17516,D,17519
wd_lag_9h_mean,3,16.791132322987497,6.887811735409136e-11,True,***,17510,D,17519
wd_lag_3h_mean,5,10.50218683746457,4.3890261106673987e-10,True,***,17516,D,17519
ws_lag_6h_mean,11,6.039718610164477,6.057933921659744e-10,True,***,17513,D,17519
wd_lag_6h_mean,12,5.239928048977337,6.9820372923288176e-09,True,***,17513,D,17519
daily_temp_range_diff,11,4.459824558924678,9.453837146431208e-07,True,***,17496,D,17519
month,2,9.336968679619568,8.854550358761125e-05,True,***,17519,D,17519
day_of_year,2,7.985427296099079,0.0003416279856998149,True,***,17519,D,17519
daily_temp_range,11,2.7934500773857573,0.0012250538116696265,True,**,17519,D,17519
dayofweek,10,2.252570968364567,0.012679634402547239,True,*,17519,D,17519
rn_day,9,2.1752507414166153,0.020758076756809563,True,*,17519,D,17519
rn_hr1_lag_21h_mean,1,3.790516618620412,0.051559719316021414,False,,17498,D,17519
month_day_interaction,9,1.5754167350127035,0.11620621614107629,False,,17519,D,17519
rn_hr1_lag_15h_mean,1,1.9495375247603985,0.16265440557494695,False,,17504,D,17519
rn_hr1_lag_18h_mean,2,1.5708221547245047,0.20790352598278747,False,,17501,D,17519
rn_hr1,1,1.0424183646349594,0.30727379225779133,False,,17519,D,17519
dayofweek_sin,10,1.1304724987674843,0.33435484885670147,False,,17519,D,17519
rn_hr1_lag_24h_mean,1,0.9211212915414306,0.3371939962913434,False,,17495,D,17519
rn_hr1_lag_12h_mean,10,1.0812166589283807,0.3724075611496706,False,,17507,D,17519
rn_hr1_lag_9h_mean,12,1.0788276220929656,0.3730626346848562,False,,17510,D,17519
rn_hr1_lag_6h_mean,3,0.8010990308890368,0.4930390805724456,False,,17513,D,17519
rn_hr1_lag_3h_mean,10,0.8645162209162505,0.5660924401065726,False,,17516,D,17519
hm_fourier_sin_3,1,0.1247749868108173,0.723916498957166,False,,17519,D,17519
wind_chill_fourier_sin_3,1,0.1247749868108173,0.723916498957166,False,,17519,D,17519
ta_fourier_sin_3,1,0.1247749868108173,0.723916498957166,False,,17519,D,17519
ws_fourier_sin_3,1,0.1247749868108173,0.723916498957166,False,,17519,D,17519
hm_fourier_sin_1,1,0.05867120863782245,0.8086114466327606,False,,17519,D,17519
ta_fourier_sin_1,1,0.05867120863782245,0.8086114466327606,False,,17519,D,17519
ws_fourier_sin_1,1,0.05867120863782245,0.8086114466327606,False,,17519,D,17519
wind_chill_fourier_sin_1,1,0.05867120863782245,0.8086114466327606,False,,17519,D,17519
wind_chill_fourier_cos_3,2,0.16769978053708112,0.8456090224401532,False,,17519,D,17519
ta_fourier_cos_3,2,0.16769978053708112,0.8456090224401532,False,,17519,D,17519
ws_fourier_cos_3,2,0.16769978053708112,0.8456090224401532,False,,17519,D,17519
hm_fourier_cos_3,2,0.16769978053708112,0.8456090224401532,False,,17519,D,17519
ta_fourier_cos_1,2,0.08772027011635941,0.9160174807389987,False,,17519,D,17519
wind_chill_fourier_cos_1,2,0.08772027011635941,0.9160174807389987,False,,17519,D,17519
ws_fourier_cos_1,2,0.08772027011635941,0.9160174807389987,False,,17519,D,17519
hm_fourier_cos_1,2,0.08772027011635941,0.9160174807389987,False,,17519,D,17519
hour_squared,9,272.9519713862834,0.0,True,***,17519,E,17519
hour,8,208.97519542703168,0.0,True,***,17519,E,17519
hour_sin,1,1786.8886569349472,0.0,True,***,17519,E,17519
si_lag_18h_mean,1,1902.0773299687858,0.0,True,***,17501,E,17519
si_lag_15h_mean,1,1459.440207017116,8.843992288040416e-307,True,***,17504,E,17519
si_lag_9h_mean,12,116.73587649110215,2.37746134600358e-281,True,***,17510,E,17519
si_lag_12h_mean,12,115.47146071338072,2.5558011138749077e-278,True,***,17507,E,17519
si_lag_3h_mean,12,107.11162587330341,3.0779239954491547e-258,True,***,17516,E,17519
si_lag_6h_mean,12,107.09435517599944,3.399613086416408e-258,True,***,17513,E,17519
HDD_18,7,165.88913294901826,1.5087386978532712e-238,True,***,17519,E,17519
ta_chi_lag_12h_mean,12,90.7868196973273,9.752129587023519e-219,True,***,17507,E,17519
si_lag_21h_mean,12,86.92960877632868,2.3790441581714603e-209,True,***,17498,E,17519
HDD_20,7,140.44693469689602,2.8109020395073556e-202,True,***,17519,E,17519
si_lag_24h_mean,12,82.32433280607464,4.042006831820688e-198,True,***,17495,E,17519
ta_chi_lag_9h_mean,12,79.73581159175491,8.429346599253287e-192,True,***,17510,E,17519
ta_lag_12h_mean,12,78.9098641527868,8.837085189606596e-190,True,***,17507,E,17519
ta_chi_lag_18h_mean,12,77.64560009682614,1.0991978885092063e-186,True,***,17501,E,17519
si,12,77.09698383472107,2.3926998360278035e-185,True,***,17519,E,17519
ta_chi_lag_24h_mean,12,75.90542730526123,2.0105124504174363e-182,True,***,17495,E,17519
ta_chi_lag_6h_mean,12,74.49850743951185,5.5718775133369214e-179,True,***,17513,E,17519
ta_chi_lag_3h_mean,12,70.86068999649498,4.6851550495562766e-170,True,***,17516,E,17519
ta_lag_18h_mean,12,68.32891972703536,7.855448738982842e-164,True,***,17501,E,17519
hour_cos,4,194.00391836111532,4.8884555655477435e-163,True,***,17519,E,17519
ta_lag_24h_mean,12,67.30007489666235,2.6706771887263215e-161,True,***,17495,E,17519
ta_lag_9h_mean,10,79.07398285513395,9.989143842093177e-160,True,***,17510,E,17519
ta_chi_lag_15h_mean,7,108.36929488091006,4.2847794093928444e-156,True,***,17504,E,17519
wind_chill_lag_12h_mean,12,65.14065536976041,5.478215965339787e-156,True,***,17507,E,17519
ta_chi_lag_21h_mean,8,95.07989264959166,1.7135504695595202e-155,True,***,17498,E,17519
ta_diff_6h,12,64.37653176026977,4.1623046942608515e-154,True,***,17513,E,17519
ta_lag_6h_mean,12,63.81083797452408,1.0302750651338555e-152,True,***,17513,E,17519
ta_lag_21h_mean,8,91.23083302692451,3.938991019043283e-149,True,***,17498,E,17519
wind_chill_lag_9h_mean,11,66.79715805283011,2.881755475993965e-147,True,***,17510,E,17519
ta_lag_1h,12,61.00057419031752,8.72064421288614e-146,True,***,17518,E,17519
ta_lag_2h,12,60.57425984294484,9.829296140325965e-145,True,***,17517,E,17519
ta_lag_3h_mean,12,58.897513246611474,1.3533089838169917e-140,True,***,17516,E,17519
ta_lag_15h_mean,7,96.91323110292629,1.745478945767028e-139,True,***,17504,E,17519
ta_lag_3h,12,57.33903061300217,9.56729996262807e-137,True,***,17516,E,17519
ta_chi,12,56.65615998373775,4.65338864269991e-135,True,***,17519,E,17519
wind_chill_lag_18h_mean,12,56.433709430367784,1.6606390450512977e-134,True,***,17501,E,17519
wind_chill_lag_15h_mean,7,92.85887670397483,1.3630883051508286e-133,True,***,17504,E,17519
ta,12,55.78451245680818,6.643073345618055e-133,True,***,17519,E,17519
wind_chill_lag_6h_mean,12,51.7453628255151,6.557168543222272e-123,True,***,17513,E,17519
DCI,12,51.074130796830545,3.006903192063207e-121,True,***,17519,E,17519
wind_chill_lag_24h_mean,12,50.43239909725745,1.1761841411610292e-119,True,***,17495,E,17519
day_of_year_sin,12,50.27125242050225,2.9293704726615137e-119,True,***,17519,E,17519
wind_chill_lag_3h_mean,10,57.65745897519999,1.6892363842262463e-115,True,***,17516,E,17519
wind_chill_lag_21h_mean,8,62.7375239384545,8.687740909295072e-102,True,***,17498,E,17519
wind_chill,12,40.88804835918315,5.522564298490361e-96,True,***,17519,E,17519
dayofweek_cos,11,43.3096709816618,7.373048173632494e-94,True,***,17519,E,17519
ta_cubed,12,37.45727955471371,1.8337565615742702e-87,True,***,17519,E,17519
ta_squared,12,35.388672331242,2.5257657379227155e-82,True,***,17519,E,17519
ws_lag_15h_mean,1,340.48189055517304,2.5950610532344737e-75,True,***,17504,E,17519
hm_lag_12h_mean,12,32.187606131854515,2.264436954468498e-74,True,***,17507,E,17519
wind_temp_interaction,9,41.360932653996,7.424599269399419e-74,True,***,17519,E,17519
hm_lag_18h_mean,12,28.73906260031122,8.268882964171931e-66,True,***,17501,E,17519
hm_lag_9h_mean,12,27.760430201035163,2.214640949227086e-63,True,***,17510,E,17519
ta_diff_12h,11,28.963813572030766,4.059163519770693e-61,True,***,17507,E,17519
ws_lag_6h_mean,9,32.31357707279063,7.202241116864016e-57,True,***,17513,E,17519
